Community Area,Primary Type,Year,ID
19.0,OBSCENITY,2012,1
19.0,OBSCENITY,2016,1
19.0,OBSCENITY,2018,1
19.0,OFFENSE INVOLVING CHILDREN,2001,10
19.0,OFFENSE INVOLVING CHILDREN,2002,49
19.0,OFFENSE INVOLVING CHILDREN,2003,59
19.0,OFFENSE INVOLVING CHILDREN,2004,58
19.0,OFFENSE INVOLVING CHILDREN,2005,56
19.0,OFFENSE INVOLVING CHILDREN,2006,55
19.0,OFFENSE INVOLVING CHILDREN,2007,68
19.0,OFFENSE INVOLVING CHILDREN,2008,74
19.0,OFFENSE INVOLVING CHILDREN,2009,87
19.0,OFFENSE INVOLVING CHILDREN,2010,80
19.0,OFFENSE INVOLVING CHILDREN,2011,71
19.0,OFFENSE INVOLVING CHILDREN,2012,58
19.0,OFFENSE INVOLVING CHILDREN,2013,64
19.0,OFFENSE INVOLVING CHILDREN,2014,75
19.0,OFFENSE INVOLVING CHILDREN,2015,68
19.0,OFFENSE INVOLVING CHILDREN,2016,68
19.0,OFFENSE INVOLVING CHILDREN,2017,55
19.0,OFFENSE INVOLVING CHILDREN,2018,22
19.0,OTHER NARCOTIC VIOLATION,2006,1
19.0,OTHER NARCOTIC VIOLATION,2015,1
19.0,OTHER OFFENSE,2001,2
19.0,OTHER OFFENSE,2002,405
19.0,OTHER OFFENSE,2003,532
19.0,OTHER OFFENSE,2004,586
19.0,OTHER OFFENSE,2005,594
19.0,OTHER OFFENSE,2006,683
19.0,OTHER OFFENSE,2007,604
19.0,OTHER OFFENSE,2008,549
19.0,OTHER OFFENSE,2009,677
19.0,OTHER OFFENSE,2010,513
19.0,OTHER OFFENSE,2011,450
19.0,OTHER OFFENSE,2012,439
19.0,OTHER OFFENSE,2013,435
19.0,OTHER OFFENSE,2014,384
19.0,OTHER OFFENSE,2015,405
19.0,OTHER OFFENSE,2016,378
19.0,OTHER OFFENSE,2017,341
19.0,OTHER OFFENSE,2018,138
19.0,PROSTITUTION,2001,4
19.0,PROSTITUTION,2002,169
19.0,PROSTITUTION,2003,319
19.0,PROSTITUTION,2004,115
19.0,PROSTITUTION,2005,81
19.0,PROSTITUTION,2006,60
19.0,PROSTITUTION,2007,56
19.0,PROSTITUTION,2008,67
19.0,PROSTITUTION,2009,67
19.0,PROSTITUTION,2010,96
19.0,PROSTITUTION,2011,70
19.0,PROSTITUTION,2012,76
19.0,PROSTITUTION,2013,34
19.0,PROSTITUTION,2014,59
19.0,PROSTITUTION,2015,29
19.0,PROSTITUTION,2016,3
19.0,PROSTITUTION,2017,16
19.0,PROSTITUTION,2018,5
19.0,PUBLIC INDECENCY,2011,1
19.0,PUBLIC INDECENCY,2014,1
19.0,PUBLIC INDECENCY,2018,1
19.0,PUBLIC PEACE VIOLATION,2002,33
19.0,PUBLIC PEACE VIOLATION,2003,56
19.0,PUBLIC PEACE VIOLATION,2004,43
19.0,PUBLIC PEACE VIOLATION,2005,65
19.0,PUBLIC PEACE VIOLATION,2006,84
19.0,PUBLIC PEACE VIOLATION,2007,125
19.0,PUBLIC PEACE VIOLATION,2008,77
19.0,PUBLIC PEACE VIOLATION,2009,94
19.0,PUBLIC PEACE VIOLATION,2010,75
19.0,PUBLIC PEACE VIOLATION,2011,62
19.0,PUBLIC PEACE VIOLATION,2012,41
19.0,PUBLIC PEACE VIOLATION,2013,47
19.0,PUBLIC PEACE VIOLATION,2014,62
19.0,PUBLIC PEACE VIOLATION,2015,55
19.0,PUBLIC PEACE VIOLATION,2016,16
19.0,PUBLIC PEACE VIOLATION,2017,30
19.0,PUBLIC PEACE VIOLATION,2018,7
19.0,ROBBERY,2002,229
19.0,ROBBERY,2003,333
19.0,ROBBERY,2004,288
19.0,ROBBERY,2005,272
19.0,ROBBERY,2006,246
19.0,ROBBERY,2007,234
19.0,ROBBERY,2008,303
19.0,ROBBERY,2009,306
19.0,ROBBERY,2010,288
19.0,ROBBERY,2011,290
19.0,ROBBERY,2012,204
19.0,ROBBERY,2013,163
19.0,ROBBERY,2014,148
19.0,ROBBERY,2015,150
19.0,ROBBERY,2016,188
19.0,ROBBERY,2017,172
19.0,ROBBERY,2018,80
19.0,SEX OFFENSE,2001,5
19.0,SEX OFFENSE,2002,36
19.0,SEX OFFENSE,2003,51
19.0,SEX OFFENSE,2004,42
19.0,SEX OFFENSE,2005,44
19.0,SEX OFFENSE,2006,37
19.0,SEX OFFENSE,2007,41
19.0,SEX OFFENSE,2008,43
19.0,SEX OFFENSE,2009,34
19.0,SEX OFFENSE,2010,25
19.0,SEX OFFENSE,2011,27
19.0,SEX OFFENSE,2012,23
19.0,SEX OFFENSE,2013,30
19.0,SEX OFFENSE,2014,19
19.0,SEX OFFENSE,2015,28
19.0,SEX OFFENSE,2016,21
19.0,SEX OFFENSE,2017,15
19.0,SEX OFFENSE,2018,7
19.0,STALKING,2002,5
19.0,STALKING,2003,1
19.0,STALKING,2004,6
19.0,STALKING,2005,2
19.0,STALKING,2006,1
19.0,STALKING,2007,3
19.0,STALKING,2008,1
19.0,STALKING,2010,2
19.0,STALKING,2011,3
19.0,STALKING,2012,5
19.0,STALKING,2013,2
19.0,STALKING,2014,1
19.0,STALKING,2015,1
19.0,STALKING,2016,2
19.0,STALKING,2017,1
19.0,THEFT,2001,25
19.0,THEFT,2002,1304
19.0,THEFT,2003,1882
19.0,THEFT,2004,1792
19.0,THEFT,2005,1692
19.0,THEFT,2006,1509
19.0,THEFT,2007,1478
19.0,THEFT,2008,1644
19.0,THEFT,2009,1616
19.0,THEFT,2010,1409
19.0,THEFT,2011,1196
19.0,THEFT,2012,1213
19.0,THEFT,2013,1169
19.0,THEFT,2014,904
19.0,THEFT,2015,807
19.0,THEFT,2016,950
19.0,THEFT,2017,853
19.0,THEFT,2018,305
19.0,WEAPONS VIOLATION,2002,54
19.0,WEAPONS VIOLATION,2003,74
19.0,WEAPONS VIOLATION,2004,93
19.0,WEAPONS VIOLATION,2005,95
19.0,WEAPONS VIOLATION,2006,59
19.0,WEAPONS VIOLATION,2007,53
19.0,WEAPONS VIOLATION,2008,60
19.0,WEAPONS VIOLATION,2009,77
19.0,WEAPONS VIOLATION,2010,82
19.0,WEAPONS VIOLATION,2011,80
19.0,WEAPONS VIOLATION,2012,56
19.0,WEAPONS VIOLATION,2013,49
19.0,WEAPONS VIOLATION,2014,40
19.0,WEAPONS VIOLATION,2015,50
19.0,WEAPONS VIOLATION,2016,64
19.0,WEAPONS VIOLATION,2017,53
19.0,WEAPONS VIOLATION,2018,28
20.0,ARSON,2002,12
20.0,ARSON,2003,12
20.0,ARSON,2004,7
20.0,ARSON,2005,11
20.0,ARSON,2006,16
20.0,ARSON,2007,11
20.0,ARSON,2008,9
20.0,ARSON,2009,10
20.0,ARSON,2010,13
20.0,ARSON,2011,4
20.0,ARSON,2012,6
20.0,ARSON,2013,12
20.0,ARSON,2014,5
20.0,ARSON,2015,3
20.0,ARSON,2016,8
20.0,ARSON,2017,9
20.0,ASSAULT,2002,141
20.0,ASSAULT,2003,184
20.0,ASSAULT,2004,176
20.0,ASSAULT,2005,164
20.0,ASSAULT,2006,134
20.0,ASSAULT,2007,151
20.0,ASSAULT,2008,161
20.0,ASSAULT,2009,166
20.0,ASSAULT,2010,133
20.0,ASSAULT,2011,127
20.0,ASSAULT,2012,129
20.0,ASSAULT,2013,130
20.0,ASSAULT,2014,122
20.0,ASSAULT,2015,105
20.0,ASSAULT,2016,103
20.0,ASSAULT,2017,105
20.0,ASSAULT,2018,47
20.0,BATTERY,2002,414
20.0,BATTERY,2003,563
20.0,BATTERY,2004,541
20.0,BATTERY,2005,512
20.0,BATTERY,2006,489
20.0,BATTERY,2007,527
20.0,BATTERY,2008,514
20.0,BATTERY,2009,529
20.0,BATTERY,2010,512
20.0,BATTERY,2011,422
20.0,BATTERY,2012,370
20.0,BATTERY,2013,378
20.0,BATTERY,2014,327
20.0,BATTERY,2015,329
20.0,BATTERY,2016,284
20.0,BATTERY,2017,281
20.0,BATTERY,2018,108
20.0,BURGLARY,2002,127
20.0,BURGLARY,2003,232
20.0,BURGLARY,2004,189
20.0,BURGLARY,2005,172
20.0,BURGLARY,2006,216
20.0,BURGLARY,2007,178
20.0,BURGLARY,2008,149
20.0,BURGLARY,2009,186
20.0,BURGLARY,2010,225
20.0,BURGLARY,2011,223
20.0,BURGLARY,2012,176
20.0,BURGLARY,2013,132
20.0,BURGLARY,2014,113
20.0,BURGLARY,2015,99
20.0,BURGLARY,2016,115
20.0,BURGLARY,2017,105
20.0,BURGLARY,2018,35
20.0,CRIM SEXUAL ASSAULT,2001,1
20.0,CRIM SEXUAL ASSAULT,2002,12
20.0,CRIM SEXUAL ASSAULT,2003,14
20.0,CRIM SEXUAL ASSAULT,2004,10
20.0,CRIM SEXUAL ASSAULT,2005,11
20.0,CRIM SEXUAL ASSAULT,2006,5
20.0,CRIM SEXUAL ASSAULT,2007,8
20.0,CRIM SEXUAL ASSAULT,2008,14
20.0,CRIM SEXUAL ASSAULT,2009,8
20.0,CRIM SEXUAL ASSAULT,2010,7
20.0,CRIM SEXUAL ASSAULT,2011,12
20.0,CRIM SEXUAL ASSAULT,2012,13
20.0,CRIM SEXUAL ASSAULT,2013,14
20.0,CRIM SEXUAL ASSAULT,2014,11
20.0,CRIM SEXUAL ASSAULT,2015,10
20.0,CRIM SEXUAL ASSAULT,2016,11
20.0,CRIM SEXUAL ASSAULT,2017,3
20.0,CRIM SEXUAL ASSAULT,2018,2
20.0,CRIMINAL DAMAGE,2002,257
20.0,CRIMINAL DAMAGE,2003,401
20.0,CRIMINAL DAMAGE,2004,348
20.0,CRIMINAL DAMAGE,2005,331
20.0,CRIMINAL DAMAGE,2006,387
20.0,CRIMINAL DAMAGE,2007,354
20.0,CRIMINAL DAMAGE,2008,358
20.0,CRIMINAL DAMAGE,2009,318
20.0,CRIMINAL DAMAGE,2010,293
20.0,CRIMINAL DAMAGE,2011,245
20.0,CRIMINAL DAMAGE,2012,227
20.0,CRIMINAL DAMAGE,2013,230
20.0,CRIMINAL DAMAGE,2014,210
20.0,CRIMINAL DAMAGE,2015,236
20.0,CRIMINAL DAMAGE,2016,208
20.0,CRIMINAL DAMAGE,2017,158
20.0,CRIMINAL DAMAGE,2018,69
20.0,CRIMINAL TRESPASS,2002,29
20.0,CRIMINAL TRESPASS,2003,67
20.0,CRIMINAL TRESPASS,2004,44
20.0,CRIMINAL TRESPASS,2005,47
20.0,CRIMINAL TRESPASS,2006,57
20.0,CRIMINAL TRESPASS,2007,59
20.0,CRIMINAL TRESPASS,2008,34
20.0,CRIMINAL TRESPASS,2009,36
20.0,CRIMINAL TRESPASS,2010,32
20.0,CRIMINAL TRESPASS,2011,28
20.0,CRIMINAL TRESPASS,2012,24
20.0,CRIMINAL TRESPASS,2013,25
20.0,CRIMINAL TRESPASS,2014,24
20.0,CRIMINAL TRESPASS,2015,27
20.0,CRIMINAL TRESPASS,2016,21
20.0,CRIMINAL TRESPASS,2017,27
20.0,CRIMINAL TRESPASS,2018,4
20.0,DECEPTIVE PRACTICE,2001,4
20.0,DECEPTIVE PRACTICE,2002,32
20.0,DECEPTIVE PRACTICE,2003,59
20.0,DECEPTIVE PRACTICE,2004,59
20.0,DECEPTIVE PRACTICE,2005,55
20.0,DECEPTIVE PRACTICE,2006,39
20.0,DECEPTIVE PRACTICE,2007,76
20.0,DECEPTIVE PRACTICE,2008,81
20.0,DECEPTIVE PRACTICE,2009,47
20.0,DECEPTIVE PRACTICE,2010,64
20.0,DECEPTIVE PRACTICE,2011,58
20.0,DECEPTIVE PRACTICE,2012,62
20.0,DECEPTIVE PRACTICE,2013,66
20.0,DECEPTIVE PRACTICE,2014,74
20.0,DECEPTIVE PRACTICE,2015,87
20.0,DECEPTIVE PRACTICE,2016,80
20.0,DECEPTIVE PRACTICE,2017,81
20.0,DECEPTIVE PRACTICE,2018,28
20.0,GAMBLING,2002,1
20.0,GAMBLING,2003,2
20.0,GAMBLING,2004,2
20.0,GAMBLING,2005,1
20.0,GAMBLING,2008,1
20.0,GAMBLING,2009,2
20.0,GAMBLING,2011,1
20.0,HOMICIDE,2001,3
20.0,HOMICIDE,2002,2
20.0,HOMICIDE,2003,1
20.0,HOMICIDE,2004,1
20.0,HOMICIDE,2005,3
20.0,HOMICIDE,2006,3
20.0,HOMICIDE,2007,3
20.0,HOMICIDE,2008,5
20.0,HOMICIDE,2009,3
20.0,HOMICIDE,2010,2
20.0,HOMICIDE,2011,2
20.0,HOMICIDE,2012,1
20.0,HOMICIDE,2013,2
20.0,HOMICIDE,2014,3
20.0,HOMICIDE,2016,6
20.0,HOMICIDE,2017,3
20.0,INTERFERENCE WITH PUBLIC OFFICER,2002,4
20.0,INTERFERENCE WITH PUBLIC OFFICER,2003,4
20.0,INTERFERENCE WITH PUBLIC OFFICER,2004,2
20.0,INTERFERENCE WITH PUBLIC OFFICER,2005,7
20.0,INTERFERENCE WITH PUBLIC OFFICER,2006,12
20.0,INTERFERENCE WITH PUBLIC OFFICER,2007,4
20.0,INTERFERENCE WITH PUBLIC OFFICER,2008,3
20.0,INTERFERENCE WITH PUBLIC OFFICER,2009,5
20.0,INTERFERENCE WITH PUBLIC OFFICER,2010,3
20.0,INTERFERENCE WITH PUBLIC OFFICER,2011,12
20.0,INTERFERENCE WITH PUBLIC OFFICER,2012,15
20.0,INTERFERENCE WITH PUBLIC OFFICER,2013,10
20.0,INTERFERENCE WITH PUBLIC OFFICER,2014,10
20.0,INTERFERENCE WITH PUBLIC OFFICER,2015,15
20.0,INTERFERENCE WITH PUBLIC OFFICER,2016,4
20.0,INTERFERENCE WITH PUBLIC OFFICER,2017,2
20.0,INTERFERENCE WITH PUBLIC OFFICER,2018,2
20.0,INTIMIDATION,2002,1
20.0,INTIMIDATION,2003,1
20.0,INTIMIDATION,2004,1
20.0,INTIMIDATION,2006,2
20.0,INTIMIDATION,2007,1
20.0,INTIMIDATION,2008,1
20.0,INTIMIDATION,2010,2
20.0,INTIMIDATION,2011,1
20.0,INTIMIDATION,2014,1
20.0,KIDNAPPING,2002,4
20.0,KIDNAPPING,2003,5
20.0,KIDNAPPING,2004,4
20.0,KIDNAPPING,2005,6
20.0,KIDNAPPING,2006,2
20.0,KIDNAPPING,2007,5
20.0,KIDNAPPING,2008,6
20.0,KIDNAPPING,2009,4
20.0,KIDNAPPING,2010,10
20.0,KIDNAPPING,2011,2
20.0,KIDNAPPING,2012,3
20.0,KIDNAPPING,2013,1
20.0,KIDNAPPING,2014,2
20.0,KIDNAPPING,2018,1
20.0,LIQUOR LAW VIOLATION,2002,7
20.0,LIQUOR LAW VIOLATION,2003,12
20.0,LIQUOR LAW VIOLATION,2004,9
20.0,LIQUOR LAW VIOLATION,2005,16
20.0,LIQUOR LAW VIOLATION,2006,13
20.0,LIQUOR LAW VIOLATION,2007,11
20.0,LIQUOR LAW VIOLATION,2008,9
20.0,LIQUOR LAW VIOLATION,2009,11
20.0,LIQUOR LAW VIOLATION,2010,4
20.0,LIQUOR LAW VIOLATION,2011,2
20.0,LIQUOR LAW VIOLATION,2012,5
20.0,LIQUOR LAW VIOLATION,2013,1
20.0,LIQUOR LAW VIOLATION,2014,5
20.0,LIQUOR LAW VIOLATION,2015,2
20.0,LIQUOR LAW VIOLATION,2016,1
20.0,LIQUOR LAW VIOLATION,2017,2
20.0,MOTOR VEHICLE THEFT,2001,5
20.0,MOTOR VEHICLE THEFT,2002,204
20.0,MOTOR VEHICLE THEFT,2003,218
20.0,MOTOR VEHICLE THEFT,2004,164
20.0,MOTOR VEHICLE THEFT,2005,189
20.0,MOTOR VEHICLE THEFT,2006,158
20.0,MOTOR VEHICLE THEFT,2007,168
20.0,MOTOR VEHICLE THEFT,2008,163
20.0,MOTOR VEHICLE THEFT,2009,191
20.0,MOTOR VEHICLE THEFT,2010,201
20.0,MOTOR VEHICLE THEFT,2011,166
20.0,MOTOR VEHICLE THEFT,2012,199
20.0,MOTOR VEHICLE THEFT,2013,120
20.0,MOTOR VEHICLE THEFT,2014,115
20.0,MOTOR VEHICLE THEFT,2015,124
20.0,MOTOR VEHICLE THEFT,2016,126
20.0,MOTOR VEHICLE THEFT,2017,120
20.0,MOTOR VEHICLE THEFT,2018,43
20.0,NARCOTICS,2002,131
20.0,NARCOTICS,2003,207
20.0,NARCOTICS,2004,218
20.0,NARCOTICS,2005,234
20.0,NARCOTICS,2006,275
20.0,NARCOTICS,2007,271
20.0,NARCOTICS,2008,222
20.0,NARCOTICS,2009,210
20.0,NARCOTICS,2010,235
20.0,NARCOTICS,2011,194
20.0,NARCOTICS,2012,178
20.0,NARCOTICS,2013,165
20.0,NARCOTICS,2014,158
20.0,NARCOTICS,2015,112
20.0,NARCOTICS,2016,60
20.0,NARCOTICS,2017,29
20.0,NARCOTICS,2018,18
20.0,NON-CRIMINAL,2016,2
20.0,OBSCENITY,2002,2
20.0,OBSCENITY,2013,1
20.0,OBSCENITY,2016,1
20.0,OBSCENITY,2018,1
20.0,OFFENSE INVOLVING CHILDREN,2001,7
20.0,OFFENSE INVOLVING CHILDREN,2002,13
20.0,OFFENSE INVOLVING CHILDREN,2003,24
20.0,OFFENSE INVOLVING CHILDREN,2004,20
20.0,OFFENSE INVOLVING CHILDREN,2005,19
20.0,OFFENSE INVOLVING CHILDREN,2006,28
20.0,OFFENSE INVOLVING CHILDREN,2007,30
20.0,OFFENSE INVOLVING CHILDREN,2008,28
20.0,OFFENSE INVOLVING CHILDREN,2009,22
20.0,OFFENSE INVOLVING CHILDREN,2010,22
20.0,OFFENSE INVOLVING CHILDREN,2011,25
20.0,OFFENSE INVOLVING CHILDREN,2012,21
20.0,OFFENSE INVOLVING CHILDREN,2013,25
20.0,OFFENSE INVOLVING CHILDREN,2014,33
20.0,OFFENSE INVOLVING CHILDREN,2015,25
20.0,OFFENSE INVOLVING CHILDREN,2016,14
20.0,OFFENSE INVOLVING CHILDREN,2017,24
20.0,OFFENSE INVOLVING CHILDREN,2018,10
20.0,OTHER NARCOTIC VIOLATION,2004,1
20.0,OTHER OFFENSE,2001,1
20.0,OTHER OFFENSE,2002,154
20.0,OTHER OFFENSE,2003,171
20.0,OTHER OFFENSE,2004,220
20.0,OTHER OFFENSE,2005,192
20.0,OTHER OFFENSE,2006,206
20.0,OTHER OFFENSE,2007,200
20.0,OTHER OFFENSE,2008,235
20.0,OTHER OFFENSE,2009,217
20.0,OTHER OFFENSE,2010,177
20.0,OTHER OFFENSE,2011,120
20.0,OTHER OFFENSE,2012,170
20.0,OTHER OFFENSE,2013,170
20.0,OTHER OFFENSE,2014,163
20.0,OTHER OFFENSE,2015,155
20.0,OTHER OFFENSE,2016,146
20.0,OTHER OFFENSE,2017,138
20.0,OTHER OFFENSE,2018,32
20.0,PROSTITUTION,2002,62
20.0,PROSTITUTION,2003,156
20.0,PROSTITUTION,2004,207
20.0,PROSTITUTION,2005,162
20.0,PROSTITUTION,2006,135
20.0,PROSTITUTION,2007,33
20.0,PROSTITUTION,2008,26
20.0,PROSTITUTION,2009,27
20.0,PROSTITUTION,2010,14
20.0,PROSTITUTION,2011,8
20.0,PROSTITUTION,2012,6
20.0,PROSTITUTION,2013,3
20.0,PROSTITUTION,2014,2
20.0,PROSTITUTION,2015,1
20.0,PUBLIC PEACE VIOLATION,2002,16
20.0,PUBLIC PEACE VIOLATION,2003,18
20.0,PUBLIC PEACE VIOLATION,2004,19
20.0,PUBLIC PEACE VIOLATION,2005,25
20.0,PUBLIC PEACE VIOLATION,2006,35
20.0,PUBLIC PEACE VIOLATION,2007,55
20.0,PUBLIC PEACE VIOLATION,2008,25
20.0,PUBLIC PEACE VIOLATION,2009,37
20.0,PUBLIC PEACE VIOLATION,2010,30
20.0,PUBLIC PEACE VIOLATION,2011,31
20.0,PUBLIC PEACE VIOLATION,2012,26
20.0,PUBLIC PEACE VIOLATION,2013,20
20.0,PUBLIC PEACE VIOLATION,2014,26
20.0,PUBLIC PEACE VIOLATION,2015,14
20.0,PUBLIC PEACE VIOLATION,2016,9
20.0,PUBLIC PEACE VIOLATION,2017,13
20.0,PUBLIC PEACE VIOLATION,2018,1
20.0,ROBBERY,2002,98
20.0,ROBBERY,2003,123
20.0,ROBBERY,2004,82
20.0,ROBBERY,2005,84
20.0,ROBBERY,2006,87
20.0,ROBBERY,2007,79
20.0,ROBBERY,2008,83
20.0,ROBBERY,2009,103
20.0,ROBBERY,2010,85
20.0,ROBBERY,2011,80
20.0,ROBBERY,2012,58
20.0,ROBBERY,2013,55
20.0,ROBBERY,2014,47
20.0,ROBBERY,2015,46
20.0,ROBBERY,2016,54
20.0,ROBBERY,2017,57
20.0,ROBBERY,2018,21
20.0,SEX OFFENSE,2002,19
20.0,SEX OFFENSE,2003,14
20.0,SEX OFFENSE,2004,22
20.0,SEX OFFENSE,2005,14
20.0,SEX OFFENSE,2006,15
20.0,SEX OFFENSE,2007,10
20.0,SEX OFFENSE,2008,12
20.0,SEX OFFENSE,2009,5
20.0,SEX OFFENSE,2010,6
20.0,SEX OFFENSE,2011,7
20.0,SEX OFFENSE,2012,7
20.0,SEX OFFENSE,2013,8
20.0,SEX OFFENSE,2014,9
20.0,SEX OFFENSE,2015,8
20.0,SEX OFFENSE,2016,7
20.0,SEX OFFENSE,2017,11
20.0,SEX OFFENSE,2018,2
20.0,STALKING,2004,3
20.0,STALKING,2005,2
20.0,STALKING,2006,1
20.0,STALKING,2007,1
20.0,STALKING,2009,1
20.0,STALKING,2010,1
20.0,STALKING,2012,3
20.0,STALKING,2013,1
20.0,STALKING,2015,1
20.0,STALKING,2016,2
20.0,STALKING,2017,1
20.0,THEFT,2001,12
20.0,THEFT,2002,347
20.0,THEFT,2003,553
20.0,THEFT,2004,456
20.0,THEFT,2005,356
20.0,THEFT,2006,387
20.0,THEFT,2007,363
20.0,THEFT,2008,313
20.0,THEFT,2009,305
20.0,THEFT,2010,306
20.0,THEFT,2011,265
20.0,THEFT,2012,330
20.0,THEFT,2013,369
20.0,THEFT,2014,311
20.0,THEFT,2015,314
20.0,THEFT,2016,264
20.0,THEFT,2017,305
20.0,THEFT,2018,72
20.0,WEAPONS VIOLATION,2002,16
20.0,WEAPONS VIOLATION,2003,51
20.0,WEAPONS VIOLATION,2004,37
20.0,WEAPONS VIOLATION,2005,28
20.0,WEAPONS VIOLATION,2006,39
20.0,WEAPONS VIOLATION,2007,31
20.0,WEAPONS VIOLATION,2008,34
20.0,WEAPONS VIOLATION,2009,29
20.0,WEAPONS VIOLATION,2010,39
20.0,WEAPONS VIOLATION,2011,27
20.0,WEAPONS VIOLATION,2012,22
20.0,WEAPONS VIOLATION,2013,27
20.0,WEAPONS VIOLATION,2014,18
20.0,WEAPONS VIOLATION,2015,19
20.0,WEAPONS VIOLATION,2016,26
20.0,WEAPONS VIOLATION,2017,28
20.0,WEAPONS VIOLATION,2018,17
21.0,ARSON,2002,18
21.0,ARSON,2003,11
21.0,ARSON,2004,16
21.0,ARSON,2005,11
21.0,ARSON,2006,6
21.0,ARSON,2007,8
21.0,ARSON,2008,8
21.0,ARSON,2009,10
21.0,ARSON,2010,8
21.0,ARSON,2011,6
21.0,ARSON,2012,12
21.0,ARSON,2013,5
21.0,ARSON,2014,6
21.0,ARSON,2015,9
21.0,ARSON,2016,6
21.0,ARSON,2017,8
21.0,ARSON,2018,1
21.0,ASSAULT,2001,2
21.0,ASSAULT,2002,231
21.0,ASSAULT,2003,260
21.0,ASSAULT,2004,275
21.0,ASSAULT,2005,265
21.0,ASSAULT,2006,219
21.0,ASSAULT,2007,262
21.0,ASSAULT,2008,228
21.0,ASSAULT,2009,209
21.0,ASSAULT,2010,218
21.0,ASSAULT,2011,166
21.0,ASSAULT,2012,183
21.0,ASSAULT,2013,157
21.0,ASSAULT,2014,116
21.0,ASSAULT,2015,125
21.0,ASSAULT,2016,141
21.0,ASSAULT,2017,135
21.0,ASSAULT,2018,61
21.0,BATTERY,2001,1
21.0,BATTERY,2002,541
21.0,BATTERY,2003,727
21.0,BATTERY,2004,785
21.0,BATTERY,2005,732
21.0,BATTERY,2006,661
21.0,BATTERY,2007,651
21.0,BATTERY,2008,672
21.0,BATTERY,2009,603
21.0,BATTERY,2010,569
21.0,BATTERY,2011,499
21.0,BATTERY,2012,516
21.0,BATTERY,2013,418
21.0,BATTERY,2014,387
21.0,BATTERY,2015,368
21.0,BATTERY,2016,364
21.0,BATTERY,2017,350
21.0,BATTERY,2018,134
21.0,BURGLARY,2002,298
21.0,BURGLARY,2003,375
21.0,BURGLARY,2004,389
21.0,BURGLARY,2005,363
21.0,BURGLARY,2006,292
21.0,BURGLARY,2007,315
21.0,BURGLARY,2008,319
21.0,BURGLARY,2009,317
21.0,BURGLARY,2010,324
21.0,BURGLARY,2011,338
21.0,BURGLARY,2012,337
21.0,BURGLARY,2013,219
21.0,BURGLARY,2014,163
21.0,BURGLARY,2015,118
21.0,BURGLARY,2016,152
21.0,BURGLARY,2017,145
21.0,BURGLARY,2018,58
21.0,CONCEALED CARRY LICENSE VIOLATION,2017,1
21.0,CRIM SEXUAL ASSAULT,2001,3
21.0,CRIM SEXUAL ASSAULT,2002,15
21.0,CRIM SEXUAL ASSAULT,2003,16
21.0,CRIM SEXUAL ASSAULT,2004,9
21.0,CRIM SEXUAL ASSAULT,2005,13
21.0,CRIM SEXUAL ASSAULT,2006,15
21.0,CRIM SEXUAL ASSAULT,2007,14
21.0,CRIM SEXUAL ASSAULT,2008,17
21.0,CRIM SEXUAL ASSAULT,2009,16
21.0,CRIM SEXUAL ASSAULT,2010,10
21.0,CRIM SEXUAL ASSAULT,2011,18
21.0,CRIM SEXUAL ASSAULT,2012,17
21.0,CRIM SEXUAL ASSAULT,2013,10
21.0,CRIM SEXUAL ASSAULT,2014,15
21.0,CRIM SEXUAL ASSAULT,2015,11
21.0,CRIM SEXUAL ASSAULT,2016,11
21.0,CRIM SEXUAL ASSAULT,2017,18
21.0,CRIM SEXUAL ASSAULT,2018,7
21.0,CRIMINAL DAMAGE,2001,3
21.0,CRIMINAL DAMAGE,2002,479
21.0,CRIMINAL DAMAGE,2003,659
21.0,CRIMINAL DAMAGE,2004,644
21.0,CRIMINAL DAMAGE,2005,595
21.0,CRIMINAL DAMAGE,2006,634
21.0,CRIMINAL DAMAGE,2007,546
21.0,CRIMINAL DAMAGE,2008,598
21.0,CRIMINAL DAMAGE,2009,558
21.0,CRIMINAL DAMAGE,2010,456
21.0,CRIMINAL DAMAGE,2011,386
21.0,CRIMINAL DAMAGE,2012,383
21.0,CRIMINAL DAMAGE,2013,324
21.0,CRIMINAL DAMAGE,2014,332
21.0,CRIMINAL DAMAGE,2015,258
21.0,CRIMINAL DAMAGE,2016,313
21.0,CRIMINAL DAMAGE,2017,310
21.0,CRIMINAL DAMAGE,2018,110
21.0,CRIMINAL TRESPASS,2002,58
21.0,CRIMINAL TRESPASS,2003,80
21.0,CRIMINAL TRESPASS,2004,86
21.0,CRIMINAL TRESPASS,2005,109
21.0,CRIMINAL TRESPASS,2006,110
21.0,CRIMINAL TRESPASS,2007,100
21.0,CRIMINAL TRESPASS,2008,84
21.0,CRIMINAL TRESPASS,2009,53
21.0,CRIMINAL TRESPASS,2010,80
21.0,CRIMINAL TRESPASS,2011,55
21.0,CRIMINAL TRESPASS,2012,68
21.0,CRIMINAL TRESPASS,2013,31
21.0,CRIMINAL TRESPASS,2014,48
21.0,CRIMINAL TRESPASS,2015,27
21.0,CRIMINAL TRESPASS,2016,48
21.0,CRIMINAL TRESPASS,2017,37
21.0,CRIMINAL TRESPASS,2018,13
21.0,DECEPTIVE PRACTICE,2001,4
21.0,DECEPTIVE PRACTICE,2002,115
21.0,DECEPTIVE PRACTICE,2003,135
21.0,DECEPTIVE PRACTICE,2004,136
